12276
9095
12270
12462
9320
9968
12133
12394
11454
11973
6420
2179
13032
10033
11517
12962
12421
9792
8312
12991
12729
12515
7849
12441
9033
12086
8628
12238
12748
12448
6608
11832
12833
12903
9641
12538
10384
12815
10899
11612
12487
2875
3940
12715
3525
11795
12723
12936
9214
8885
9181
12120
9555
12925
10971
9233
11655
12278
12657
7753
12997
11794
11034
9017
12444
12723
13289
7178
9567
12340
11302
9898
6641
5300
11946
12604
10183
10778
9904
10382
13001
8566
11791
12677
12641
8177
10360
13101
12754
8891
12616
12624
10586
8840
11285
12672
11310
8817
10189
12950
12741
9347
12317
3947
6082
11928
12929
13038
12996
8887
8621
10830
12270
8963
11765
13050
10105
10145
12891
10504
12518
12040
9351
11857
12048
9394
13281
10319
12503
9756
10053
12796
12474
9634
278
9581
12745
12627
12353
8536
Messages per second: 10713.4 Mgs/s
